time,temp
2023-02-10 10:19:17.945000,20.5
2023-02-10 10:20:17.945000,20.5
2023-02-10 10:21:17.945000,20.5
2023-02-10 10:22:17.945000,20.5
2023-02-10 10:23:17.945000,20.5
2023-02-10 10:24:17.945000,20.5
2023-02-10 10:25:17.945000,20.58
2023-02-10 10:26:17.945000,20.596000000000004
2023-02-10 10:27:17.945000,20.599200000000003
2023-02-10 10:28:17.945000,20.679840000000002
2023-02-10 10:29:17.945000,20.695967999999997
2023-02-10 10:30:17.945000,20.699193599999997
2023-02-10 10:31:17.945000,20.779838719999997
2023-02-10 10:32:17.945000,20.795967744
2023-02-10 10:33:17.945000,20.7991935488
2023-02-10 10:34:17.945000,20.87983870976
2023-02-10 10:35:17.945000,20.895967741952
2023-02-10 10:36:17.945000,20.8991935483904
2023-02-10 10:37:17.945000,20.979838709678077
2023-02-10 10:38:17.945000,20.995967741935615
2023-02-10 10:39:17.945000,20.999193548387126
2023-02-10 10:40:17.945000,20.999838709677427
2023-02-10 10:41:17.945000,20.999967741935485
2023-02-10 10:42:17.945000,20.999993548387096
2023-02-10 10:43:17.945000,20.99999870967742
2023-02-10 10:44:17.945000,21.079999741935488
2023-02-10 10:45:17.945000,21.015999948387098
2023-02-10 10:46:17.945000,21.00319998967742
2023-02-10 10:47:17.945000,21.000639997935487
2023-02-10 10:48:17.945000,21.0001279995871
2023-02-10 10:49:17.945000,21.00002559991742
2023-02-10 10:50:17.945000,21.000005119983484
2023-02-10 10:51:17.945000,20.920001023996697
2023-02-10 10:52:17.945000,20.90400020479934
2023-02-10 10:53:17.945000,20.900800040959865
2023-02-10 10:54:17.945000,20.900160008191975
2023-02-10 10:55:17.945000,20.820032001638396
2023-02-10 10:56:17.945000,20.80400640032768
2023-02-10 10:57:17.945000,20.80080128006554
2023-02-10 10:58:17.945000,20.80016025601311
2023-02-10 10:59:17.945000,20.72003205120262
2023-02-10 11:00:17.945000,20.70400641024052
2023-02-10 11:01:17.945000,20.7008012820481
2023-02-10 11:02:17.945000,20.70016025640962
