id,createAt,payload,RIGHT,LEFT,temperature,ON/OFF
message_e0afd00d-5071-4e3e-a105-1e4578c6326b,2023-02-10 13:51:17:541,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_2fb66ca0-2e60-4cdd-90b1-287f30a7310a,2023-02-10 13:52:17:542,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_7b2edfd7-1c04-477e-a772-49537cffc111,2023-02-10 13:53:17:540,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_e2012e57-4b2b-4f6e-b79d-69b2196f4843,2023-02-10 13:54:17:543,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_4e057094-a2c7-42ab-9b7b-01d5902fafca,2023-02-10 13:55:17:534,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_f0d3c288-1fbd-4eb7-a89d-f3d93c468a07,2023-02-10 13:56:17:541,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_32617977-8ffa-40dc-90d5-bec158cfc3f0,2023-02-10 13:57:17:540,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_a4fc27c2-e084-4549-a084-ba20a043cc9c,2023-02-10 13:58:17:542,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_981d9478-0cac-4858-afca-46c6a6d6d60d,2023-02-10 13:59:17:541,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_8ad66859-973a-4a0a-89ad-b3a4828a0baf,2023-02-10 14:00:17:543,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_0a1899b8-9c85-473d-91c2-7983dfc13742,2023-02-10 14:01:17:541,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_3cf14069-9f3b-4c53-a505-62f8203e75e7,2023-02-10 14:02:17:536,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_b908f5c6-4765-486b-8432-2dbc6d02e8b8,2023-02-10 14:03:17:541,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_4b147c33-1b9d-4d7d-88c9-4701dd87275a,2023-02-10 14:04:17:537,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_bd0f2bb7-a6e5-40aa-a204-cb059ed004c8,2023-02-10 14:05:17:529,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_83c6a97d-a39b-420f-9add-2aeaea321b2f,2023-02-10 14:06:17:545,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_35e444b9-3997-4837-b9b3-38adaa036c4b,2023-02-10 14:07:17:537,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_c7d25d27-ecb9-4482-be7d-33ec9d2733f0,2023-02-10 14:08:17:539,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_ba637dfb-ea3d-4e48-9501-0d1fa20fd88e,2023-02-10 14:09:17:533,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_ab50a4d5-1964-42d7-aec3-4c536519a519,2023-02-10 14:10:17:514,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_916be5ea-4eea-4bd4-afbd-f6758c62fed0,2023-02-10 14:11:17:512,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_5c286713-de08-4f84-848b-a0e75abd5ccd,2023-02-10 14:12:17:518,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_4069cefd-89e7-43be-a7de-87dcd11e4304,2023-02-10 14:13:17:516,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_59cfe173-aba9-4256-89c7-dcf9c4e6199f,2023-02-10 14:14:17:511,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_f707e6ce-9e4e-4338-a188-6f275a55d34f,2023-02-10 14:15:17:514,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_c49eeb52-2400-4793-8590-4d3290eadc28,2023-02-10 14:16:17:525,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_3c76afc6-c63e-468f-892b-749d3f290f40,2023-02-10 14:17:17:516,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_e900fe3e-a66d-4057-b96e-0f52cc17395d,2023-02-10 14:18:17:512,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_355e8afe-9ee3-4adb-92b1-4b12eff9b348,2023-02-10 14:19:17:511,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_7f6d733c-e67e-4c20-bda8-6f75a43fe37c,2023-02-10 14:20:17:512,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_585135de-759b-4206-90d9-54f8cfbd1135,2023-02-10 14:21:17:517,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_54e6ecbe-14df-4c76-a130-32ac760a871b,2023-02-10 14:22:17:508,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_b91ad634-dd50-4aa3-b16f-914b5c2c94d3,2023-02-10 14:23:17:506,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_4b46361d-903a-4365-a95b-773ae0131979,2023-02-10 14:24:17:510,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_f1ea43fa-1115-485f-8450-5d50f1e465ef,2023-02-10 14:25:17:512,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_a86703a0-a36f-417e-9f54-a2893b609bdd,2023-02-10 14:26:17:513,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_1daf22f5-8e07-42c2-845f-f5edc918fcf7,2023-02-10 14:27:17:513,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_fb570048-635c-4dda-8104-fefbe5013362,2023-02-10 14:28:17:506,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_90e3f9be-6c84-4af5-88e7-da583424402e,2023-02-10 14:29:17:513,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_1aef96a0-8d1c-4442-a0b5-dfe5246e4e30,2023-02-10 14:30:17:512,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_aabb546a-b64a-4b15-b787-fd517905f1a0,2023-02-10 14:31:17:511,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_7f30424b-2563-4196-9048-16080c77144f,2023-02-10 14:32:17:514,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_c5f11bad-c941-4249-be64-b1a4f93c7e8b,2023-02-10 14:33:17:510,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_32693d50-6593-485e-a4f2-a8137c7118ef,2023-02-10 14:34:17:510,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_7d83b9b8-c473-4520-adfa-52495be92870,2023-02-10 14:35:17:510,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_ad9058f9-e67f-4106-aea2-d4a2e55c715b,2023-02-10 14:36:17:505,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_000cde2d-de40-46b5-a4c4-4447aeff3160,2023-02-10 14:37:17:511,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_7140e0f2-318b-4c86-aabe-aa86cc89d2f5,2023-02-10 14:38:17:504,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_30c3b2c3-ba4b-4dfd-81fc-c1fb98f62411,2023-02-10 14:39:17:512,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_ec3f6244-9435-46c0-bee4-ef5d8e60c523,2023-02-10 14:40:17:504,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_4de96edb-5c41-42f8-a701-eb3e56d230c3,2023-02-10 14:41:17:511,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_efb30211-8756-4f36-be13-0cccd7243a88,2023-02-10 14:42:17:507,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_65159b18-ca7b-417c-b1c7-657135b8270b,2023-02-10 14:43:17:507,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_c3d0132c-7b83-44e6-8190-ff787d468493,2023-02-10 14:44:17:505,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_6c62a4cb-0b97-4b18-a69d-8fb353de6cb9,2023-02-10 14:45:17:509,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_c2061428-d2cd-44f4-9e64-db970d649c04,2023-02-10 14:46:17:512,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_4d5c2ed2-21fa-4df0-8f89-22740a8f97b3,2023-02-10 14:47:17:514,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_7c861cc1-b81b-4d83-b852-4cfd6a94c992,2023-02-10 14:48:17:491,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_f620620f-f9d7-417d-81f6-cb96ea4a8124,2023-02-10 14:49:17:506,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_b34863d0-bb4b-4268-9853-a640f38d136b,2023-02-10 14:50:17:502,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_edc80627-925a-408f-bbd3-101a287fdb14,2023-02-10 14:51:17:509,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_1d39c66f-8f3c-46c0-b9ac-c4de2e73b69c,2023-02-10 14:52:17:507,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_c869cf2d-a721-4dd7-b77c-63a9d2109414,2023-02-10 14:53:17:488,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_0e02d39b-adc6-45f9-8ce4-3ebbb4e69140,2023-02-10 14:54:17:489,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_d513c32d-5f36-470b-b052-df86fd2a3c36,2023-02-10 14:55:17:479,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_95679db8-e227-49cc-bcd9-30866b918a2a,2023-02-10 14:56:17:487,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_543575be-427f-4e0a-93d1-0d1bc7fcc74f,2023-02-10 14:57:17:487,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_2bf2ba4f-f718-4119-a807-f07b1c624fff,2023-02-10 14:58:17:486,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_ffc826df-85e1-43f1-b6a4-12ac6644f743,2023-02-10 14:59:17:484,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_20f6d681-b1d8-4b0a-b091-b5ed23c60e48,2023-02-10 15:00:17:484,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_c0311d8c-492a-4afd-a11e-8dc63963ebf3,2023-02-10 15:01:17:486,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_a4d1d316-9960-42cc-8a97-407b52f79ba2,2023-02-10 15:02:17:493,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_e10088d7-42da-48e5-b19a-84002dc3bf95,2023-02-10 15:03:17:484,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_20b38aa1-9b7c-49c8-ad96-dbe05a9fa71c,2023-02-10 15:04:17:483,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_4ed68fc7-2a5e-4723-bd84-274a78163d13,2023-02-10 15:05:17:481,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_44bf5ce4-e3e0-4d17-85f5-dda8bdeef1e4,2023-02-10 15:06:17:480,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_ee880f8b-34b2-425b-b377-d158bd8bd93d,2023-02-10 15:07:17:479,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_1bfcba75-caa7-49a7-87dd-be8f92ebaa52,2023-02-10 15:08:17:480,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_0a085515-ab77-4ceb-9e0f-cdc53ca217d6,2023-02-10 15:09:17:489,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_592fe0da-3c2b-4cd1-bea2-aef6436076f8,2023-02-10 15:10:17:482,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_c9cedffb-c646-4213-80a0-0d3b5fafa1bf,2023-02-10 15:11:17:481,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_2a7f228f-4deb-4ae5-adec-cc69db1b0284,2023-02-10 15:12:17:477,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_7af9c569-7cc5-4830-ae83-fdfe454cd41f,2023-02-10 15:13:17:481,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_368d6a77-62fe-4b8f-b47b-37d6d08aaa46,2023-02-10 15:14:17:479,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_839be293-025d-4e15-bea4-b780d4911b98,2023-02-10 15:15:17:481,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_07400bed-9dc1-4d08-b48a-2d257f28beab,2023-02-10 15:16:17:479,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_b9d42714-137c-426b-b0cc-af65f8e36b51,2023-02-10 15:17:17:483,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_dc9b82f1-06b5-4921-8616-36fe4a4d93a2,2023-02-10 15:18:17:482,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_26a0593b-fe73-491f-9bc8-b0c033a594e7,2023-02-10 15:19:17:477,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_0bbc07ec-85a1-4a73-9ec4-cbec0d6a6a5d,2023-02-10 15:20:17:481,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_addfcacb-a9e6-45a8-885d-840a34d5feed,2023-02-10 15:21:17:477,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_7337fa79-91af-4259-8136-dab699940197,2023-02-10 15:22:17:478,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_0c22c9e5-9f24-410b-8b35-c026badc5a40,2023-02-10 15:23:17:479,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_445ff3ec-0787-4fe4-8d41-f5416d4a973e,2023-02-10 15:24:17:478,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_9734ae8a-e5f6-4183-84a8-09a0836fbf9c,2023-02-10 15:25:17:478,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_3d03e1ae-bc5d-4f2b-9ae2-3cfdbccc3e11,2023-02-10 15:26:17:474,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_17c65a50-67f7-4892-94e8-8721bc6fc3ad,2023-02-10 15:27:17:476,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_a0807944-8a96-4c53-ae99-4119ac5149de,2023-02-10 15:28:17:470,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.4}}",20.4}},20.4,45036,OFF
message_278efc4f-70b3-48c2-a7a4-9e45ca267745,2023-02-10 15:29:17:480,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_9e48e64e-b5ce-441e-b925-56b4228f6e11,2023-02-10 15:30:17:475,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_9a5fd494-8969-4d0c-9b69-85bac665c2c0,2023-02-10 15:31:17:478,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_f4e8265b-a097-4453-931a-699d39dbcf8f,2023-02-10 15:32:17:475,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.5}}",20.5}},20.5,45066,OFF
message_48d0a7ef-97dd-4b64-8a95-2a582668835b,2023-02-10 15:33:17:475,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_d6947cb8-6025-4ac1-a0f4-6612eda0fe7c,2023-02-10 15:34:17:474,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_d609fc3d-3681-46bd-9781-bd788a537d06,2023-02-10 15:35:17:475,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_07300d38-8ea2-492d-91be-3cbcec8a5fe9,2023-02-10 15:36:17:468,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_6a7fa179-5f0d-49f0-a41e-458bc57469dd,2023-02-10 15:37:17:471,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_68f9fb80-037c-4c87-bf83-597e198dac5b,2023-02-10 15:38:17:473,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_aaf819e2-89fb-47e1-b6f0-6c2b204598c5,2023-02-10 15:39:17:472,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_9b4927c5-6e07-4547-83b4-846db28aa2f4,2023-02-10 15:40:17:451,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_c8fda61e-7816-4845-a79c-e0bf3c1bf9b8,2023-02-10 15:41:17:451,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_7f84e05c-d0fa-4710-b678-14f0514c08a6,2023-02-10 15:42:17:448,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_bbad451c-040d-494d-898f-8ce8392b2fe4,2023-02-10 15:43:17:445,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_3a3f431b-86d1-46c7-afb9-b1e8287574bc,2023-02-10 15:44:17:444,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_1f185ce1-bf7f-4fb3-9fe2-5fe581958bed,2023-02-10 15:45:17:448,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_ecf8e142-4ee2-4cac-ac36-c0eecbe4baf3,2023-02-10 15:46:17:451,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_3a185dc1-fb81-47ec-b3e8-641a2d7598c7,2023-02-10 15:47:17:450,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_0687f3a4-a681-44f0-800b-85122e6f0a76,2023-02-10 15:48:17:447,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_66f486ea-2b80-4c43-8ebf-375d1556ec6e,2023-02-10 15:49:17:453,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_2a802141-057f-41b2-957c-faefabca5378,2023-02-10 15:50:17:449,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_3b502903-f258-4cb9-a4c3-b21cb61c3e0f,2023-02-10 15:51:17:445,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_f9f6364d-498d-4cb7-a3a2-04a9bb62fa92,2023-02-10 15:52:17:443,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_87cefb8a-e193-46dc-b171-af84a987eae7,2023-02-10 15:53:17:424,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.2}}",21.2}},21.2,44978,OFF
message_3ffad1bc-d480-425d-b6a8-ef62f0e80e2d,2023-02-10 15:54:17:425,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_dc997e45-c11f-4c80-95b8-594d5131fbed,2023-02-10 15:55:17:419,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_a8b05af2-483c-4f6b-9cba-557b0b27e53b,2023-02-10 15:56:17:419,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_b2519989-81ff-4dfc-9198-79221460136b,2023-02-10 15:57:17:421,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_dfaa0a14-5955-45c8-aa7f-e73380e1d76d,2023-02-10 15:58:17:417,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21.1}}",21.1}},21.1,44947,OFF
message_a6cf0338-b574-45a7-b62c-5bc63c723882,2023-02-10 15:59:17:421,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_071ac6bf-8a86-4dad-822c-facacbacec3d,2023-02-10 16:00:17:420,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_231c4b78-8a5e-4488-bc07-665cde1c5884,2023-02-10 16:01:17:416,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_d2b3b515-89e2-4a05-b2dc-4f4ec031b1f0,2023-02-10 16:02:17:421,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::21}}",21}},21,21,OFF
message_d81b8709-bc0e-483f-93ef-380152d0df1f,2023-02-10 16:03:17:421,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_6f20a919-c317-4d38-a5e6-c84d728a7296,2023-02-10 16:04:17:421,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_f794695e-6ce3-4b60-86a5-f4dab69aaae5,2023-02-10 16:05:17:421,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_0dae4a8c-1300-4983-ae28-9643e0f9e421,2023-02-10 16:06:17:417,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.9}}",20.9}},20.9,45189,OFF
message_c1544600-b2c2-47cc-863f-731aae1983e6,2023-02-10 16:07:17:406,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_a3aaa5fe-bdef-477f-8d14-c7eee403ad4f,2023-02-10 16:08:17:418,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_d4878327-63df-4c37-a84d-62b39a1effd2,2023-02-10 16:09:17:421,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_33aee4da-ad5a-484e-b30c-a854f0f25ed7,2023-02-10 16:10:17:415,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.8}}",20.8}},20.8,45158,OFF
message_170041ac-0d3c-460a-8370-b10eb342f8f8,2023-02-10 16:11:17:418,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_8f750d1e-f08b-430d-b238-8aebedeae77a,2023-02-10 16:12:17:433,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_9c514360-4fea-47ae-91ce-62b6ffc4f6f7,2023-02-10 16:13:17:419,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_da271157-0f48-4fb7-a7aa-c4169e54ec4a,2023-02-10 16:14:17:418,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.7}}",20.7}},20.7,45127,OFF
message_991d84ce-1d85-43ea-8307-594029f97878,2023-02-10 16:15:17:420,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
message_743f4a82-7a97-4a1c-bddf-2b4983f18a50,2023-02-10 16:16:17:394,"{""temperature"":{""id"":1,""txt"":""temperature"",""t""::20.6}}",20.6}},20.6,45097,OFF
